0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
10,58,152,222,295,355,412,410,360,344,313,275,256,258,237,203,184,181,159,149,133,113,94,95,91,83,72,66,60,52,42,33,19,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58,129,205,280,331,379,424,462,487,442,361,323,321,316,271,168,145,126,107,91,79,68,53,36,30,25,24,18,14,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,144,208,258,291,315,350,365,377,378,323,293,252,218,199,164,152,137,122,106,93,90,89,84,87,79,75,72,72,74,68,53,39,33,27,19,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,123,205,261,324,371,432,426,411,408,360,334,292,210,181,159,139,139,133,118,115,108,95,80,76,63,49,34,30,23,17,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,128,200,259,298,336,349,334,333,310,278,243,229,205,208,187,168,163,155,146,139,125,112,95,96,93,85,78,77,62,54,41,37,28,21,17,14,11,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,139,204,254,283,292,307,297,317,312,292,288,292,289,270,220,209,195,187,176,165,157,139,127,115,89,69,42,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,66,144,214,278,335,384,390,369,357,354,348,301,253,241,180,170,171,161,148,135,124,111,95,85,76,66,60,49,39,33,24,15,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,60,136,177,210,252,278,317,340,343,343,322,316,299,300,284,223,193,178,170,159,139,134,122,86,66,56,47,41,40,35,31,27,22,18,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,132,192,235,263,304,324,326,306,317,302,298,298,294,272,254,232,200,187,161,121,106,93,90,77,75,64,54,46,35,27,20,13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,60,137,196,271,307,305,337,342,351,368,367,378,370,360,285,240,231,219,225,154,120,76,49,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,60,141,201,272,347,400,409,409,400,379,384,361,339,331,306,264,249,186,118,84,67,42,26,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,128,211,283,302,313,331,341,308,308,300,295,297,291,288,276,245,193,176,162,149,116,80,58,52,51,43,39,33,29,17,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,151,220,278,338,383,425,473,491,452,447,422,341,262,179,153,122,117,109,81,70,62,49,45,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,64,137,206,253,289,314,316,296,293,296,286,281,264,248,245,229,232,212,209,163,157,152,129,127,118,105,92,62,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,62,127,203,261,315,351,380,401,410,405,374,358,338,298,259,221,198,155,147,123,100,86,71,56,42,25,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,149,221,290,316,355,363,378,367,366,352,300,265,255,238,218,194,173,154,149,103,89,76,64,57,52,43,38,29,24,15,13,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,125,194,245,292,336,377,404,430,424,380,328,261,206,180,160,148,133,128,118,122,101,78,65,65,62,58,55,54,49,38,30,27,21,13,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,133,201,251,291,330,363,404,437,416,392,392,388,352,335,302,264,231,146,67,28,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,57,139,218,285,347,350,371,368,375,370,348,327,289,266,247,231,226,198,173,140,107,82,57,38,34,30,27,26,23,17,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,125,190,244,253,289,311,297,319,333,352,374,364,338,311,259,241,239,185,160,147,128,107,75,48,30,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,66,146,205,274,298,328,339,364,390,388,386,401,376,341,296,269,233,211,157,93,68,53,37,31,19,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,118,180,229,265,325,357,380,386,348,339,284,192,164,146,106,95,95,88,86,87,84,81,77,78,77,75,75,72,77,73,69,69,72,65,65,61,56,52,46,37,26,24,17,14,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,123,177,211,232,272,303,350,382,397,382,371,334,320,254,180,152,130,133,120,115,105,100,92,87,80,71,62,47,41,31,26,18,13,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58,134,210,280,352,411,440,450,433,419,352,318,308,257,237,200,161,134,120,108,103,104,57,40,31,25,18,16,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,137,227,269,291,295,309,313,302,317,329,316,284,279,264,252,242,235,223,170,154,130,109,92,71,48,34,19,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,119,182,224,237,276,292,322,306,326,328,288,295,273,260,242,226,170,149,118,110,92,85,72,69,64,65,63,56,54,48,48,46,41,38,36,34,30,24,17,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,54,128,196,264,315,363,406,418,389,387,373,374,322,268,254,240,239,235,212,144,113,43,27,14,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,67,141,215,280,310,349,364,354,319,298,282,251,196,182,157,135,138,122,120,118,109,104,110,103,101,101,101,99,98,94,91,72,61,43,37,26,17,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,132,202,250,285,329,334,334,364,358,356,346,334,332,271,253,224,183,166,128,100,78,63,54,47,45,42,41,38,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,146,214,256,306,364,385,405,420,414,394,385,373,370,353,289,213,148,95,65,52,43,27,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
