0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0,0,0,0,10,28,73,143,250,383,546,732,929,1147,1380,1638,1932,2225,2522,2871,3221,3573,3916,4300,4664,5031,5431,5826,6209,6562,6901,7250,7557,7846,8103,8351,8610,8843,9086,9345,9559,9743,9925,10133,10338,10521,10696,10853,10987,11116,11231,11343,11448,11551,11641
0,0,0,0,0,10,34,86,177,292,436,594,774,985,1221,1454,1740,2057,2387,2715,3064,3429,3810,4167,4556,4933,5317,5682,6024,6340,6678,7012,7315,7603,7888,8207,8478,8771,9032,9287,9512,9749,9953,10130,10303,10458,10611,10755,10881,11024,11164,11268,11384,11484,11584,11671
0,0,0,0,0,10,35,84,157,287,454,661,920,1198,1527,1913,2320,2768,3238,3717,4240,4778,5300,5828,6349,6870,7364,7808,8206,8592,8942,9268,9590,9886,10145,10396,10654,10891,11098,11273,11418,11561,11687,11801,11908,12010,12090,12177,12236,12272,12304,12328,12350,12365,12374,12383
0,0,0,0,0,10,38,92,188,316,482,682,903,1140,1408,1695,2017,2353,2708,3092,3494,3918,4360,4798,5280,5780,6252,6749,7225,7662,8091,8494,8844,9160,9488,9791,10075,10338,10587,10790,10993,11170,11336,11492,11641,11772,11866,11955,12025,12093,12152,12203,12246,12284,12319,12343
0,0,0,0,0,10,29,77,160,273,422,603,812,1077,1361,1691,2033,2427,2837,3263,3698,4125,4550,4962,5361,5755,6155,6504,6880,7250,7577,7869,8179,8473,8752,9006,9255,9482,9700,9899,10103,10281,10450,10610,10750,10892,11007,11119,11222,11316,11416,11500,11587,11648,11716,11780
0,0,0,0,0,10,34,85,168,287,449,646,875,1155,1436,1767,2089,2452,2853,3237,3622,4047,4476,4911,5348,5791,6232,6635,7030,7404,7796,8177,8584,8951,9301,9645,9990,10294,10557,10791,10982,11145,11299,11437,11569,11691,11799,11905,12007,12098,12168,12241,12289,12333,12352,12366
0,0,0,0,0,10,28,75,162,266,398,587,813,1038,1311,1624,1965,2339,2736,3148,3608,4063,4510,4993,5439,5868,6302,6713,7127,7517,7898,8291,8665,9035,9379,9718,10029,10357,10666,10944,11186,11417,11623,11814,11957,12067,12162,12232,12280,12312,12338,12360,12369,12380,12383,12384
0,0,0,0,0,10,32,89,176,306,477,681,913,1179,1472,1810,2148,2538,2970,3394,3806,4268,4731,5166,5586,6007,6424,6854,7252,7646,8048,8432,8778,9107,9397,9689,9944,10169,10363,10515,10674,10798,10922,11037,11127,11235,11310,11397,11481,11559,11640,11716,11787,11857,11930,12008
0,0,0,0,0,10,33,82,168,279,437,625,844,1098,1393,1698,2041,2421,2794,3165,3576,3995,4431,4880,5359,5825,6276,6711,7188,7639,8061,8476,8887,9255,9608,9927,10181,10423,10654,10898,11103,11280,11436,11576,11714,11837,11952,12056,12149,12214,12283,12329,12356,12374,12382,12385
0,0,0,0,0,10,29,70,150,261,416,632,872,1129,1408,1717,2060,2406,2739,3123,3509,3908,4311,4718,5104,5519,5920,6291,6683,7061,7419,7743,8055,8393,8721,9023,9320,9598,9865,10085,10305,10499,10673,10829,10968,11097,11203,11298,11399,11491,11566,11651,11712,11780,11846,11904
0,0,0,0,0,10,35,80,170,292,430,602,789,993,1225,1471,1709,1935,2190,2414,2649,2877,3103,3329,3554,3764,3978,4202,4403,4614,4822,5050,5286,5509,5761,5992,6218,6453,6695,6940,7195,7442,7672,7921,8156,8379,8605,8798,9001,9191,9378,9575,9744,9922,10072,10229
0,0,0,0,0,10,32,70,148,251,401,582,822,1075,1349,1666,2024,2397,2800,3237,3661,4079,4520,4966,5400,5831,6219,6584,6899,7179,7442,7714,7975,8208,8450,8696,8903,9112,9280,9425,9569,9702,9832,9968,10102,10233,10364,10482,10587,10699,10787,10875,10974,11058,11129,11199
