0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
14717,14714,14703,14684,14655,14619,14573,14524,14471,14408,14335,14254,14167,14075,13979,13868,13755,13638,13516,13394,13268,13147,13011,12875,12742,12599,12454,12306,12148,12001,11840
14717,14716,14710,14695,14673,14647,14609,14565,14513,14455,14388,14315,14235,14146,14050,13940,13833,13717,13589,13452,13316,13158,13003,12829,12657,12470,12284,12087,11887,11676,11478
14717,14711,14696,14675,14645,14610,14569,14518,14461,14399,14330,14243,14156,14063,13972,13883,13795,13702,13621,13534,13447,13349,13261,13175,13080,12977,12876,12768,12656,12543,12429
14717,14714,14704,14684,14654,14621,14582,14530,14473,14427,14386,14337,14293,14244,14187,14128,14074,14020,13957,13891,13821,13751,13677,13605,13531,13453,13375,13296,13212,13129,13041
14717,14711,14698,14678,14650,14613,14576,14526,14470,14408,14335,14246,14155,14060,13960,13854,13738,13616,13479,13340,13191,13029,12873,12696,12516,12331,12132,11930,11726,11510,11278
14717,14711,14699,14680,14651,14615,14575,14527,14476,14414,14342,14263,14190,14110,14020,13941,13856,13757,13664,13562,13459,13352,13240,13121,13009,12892,12774,12644,12517,12378,12253
14717,14711,14696,14676,14653,14619,14575,14525,14469,14416,14356,14309,14249,14194,14140,14076,14015,13950,13876,13801,13731,13651,13568,13491,13404,13321,13232,13134,13035,12940,12837
14717,14713,14698,14680,14651,14613,14572,14523,14465,14400,14332,14254,14178,14096,14014,13936,13863,13787,13710,13635,13549,13458,13371,13280,13181,13090,12990,12884,12779,12676,12571
14717,14712,14703,14687,14660,14626,14586,14537,14484,14423,14345,14267,14176,14081,13979,13875,13753,13630,13502,13360,13212,13057,12896,12724,12546,12364,12167,11971,11768,11549,11327
14717,14713,14700,14684,14657,14626,14589,14542,14486,14418,14349,14271,14187,14094,13994,13884,13774,13661,13533,13394,13244,13089,12926,12761,12582,12388,12208,12010,11814,11613,11452
14717,14715,14705,14687,14661,14630,14589,14542,14486,14422,14356,14277,14198,14097,13993,13885,13769,13643,13520,13386,13271,13148,13014,12877,12731,12595,12444,12296,12142,11984,11820
14717,14711,14701,14680,14654,14622,14578,14525,14470,14402,14327,14252,14165,14070,13966,13861,13751,13637,13523,13410,13305,13199,13099,12999,12892,12785,12673,12561,12450,12341,12226
14717,14712,14701,14683,14654,14621,14574,14528,14470,14409,14336,14263,14180,14084,13983,13874,13763,13637,13498,13360,13211,13058,12900,12727,12556,12368,12164,11970,11761,11544,11326
14717,14711,14698,14675,14648,14619,14579,14527,14478,14424,14379,14332,14283,14225,14169,14110,14048,13984,13919,13853,13783,13712,13637,13562,13482,13394,13308,13224,13139,13052,12955
14717,14710,14696,14677,14648,14616,14573,14519,14470,14403,14325,14242,14153,14055,13953,13840,13726,13602,13478,13336,13189,13055,12915,12778,12648,12510,12362,12224,12082,11932,11777
14717,14711,14702,14685,14660,14626,14583,14535,14479,14416,14343,14260,14171,14067,13971,13863,13746,13621,13492,13344,13191,13034,12878,12707,12546,12381,12208,12041,11861,11671,11490
14717,14712,14701,14683,14656,14619,14582,14538,14480,14416,14356,14283,14212,14140,14065,13985,13903,13813,13729,13641,13538,13438,13334,13225,13106,12998,12885,12773,12660,12545,12427
14717,14712,14697,14674,14645,14609,14569,14522,14458,14392,14326,14248,14160,14062,13961,13860,13765,13661,13547,13431,13331,13234,13140,13043,12948,12840,12743,12634,12527,12409,12292
14717,14712,14700,14681,14652,14618,14578,14525,14465,14397,14322,14241,14152,14055,13949,13833,13714,13590,13459,13318,13176,13028,12863,12689,12514,12335,12165,11984,11805,11625,11459
14717,14711,14693,14673,14645,14606,14566,14514,14458,14394,14322,14250,14175,14094,14005,13920,13832,13747,13649,13542,13440,13329,13224,13101,12982,12856,12726,12597,12465,12325,12183
14717,14713,14705,14687,14661,14629,14590,14541,14482,14425,14356,14274,14187,14093,13983,13873,13761,13627,13500,13363,13219,13064,12915,12749,12611,12458,12318,12175,12033,11888,11750
14717,14712,14700,14682,14659,14620,14580,14533,14475,14414,14342,14266,14176,14079,13970,13864,13748,13625,13491,13347,13200,13053,12895,12738,12572,12417,12238,12061,11897,11719,11538
14717,14713,14700,14680,14651,14614,14572,14523,14465,14399,14324,14239,14151,14062,13954,13833,13715,13588,13458,13332,13219,13104,12990,12877,12767,12649,12531,12418,12298,12179,12060
14717,14713,14701,14678,14651,14621,14575,14524,14471,14403,14327,14250,14173,14095,14020,13940,13845,13763,13667,13573,13475,13374,13265,13156,13048,12927,12807,12685,12561,12433,12295
14717,14713,14702,14683,14653,14619,14582,14532,14469,14410,14339,14261,14169,14078,13972,13868,13753,13624,13491,13360,13211,13057,12900,12754,12610,12464,12314,12160,12009,11863,11717
14717,14714,14703,14687,14658,14630,14589,14541,14484,14421,14351,14269,14180,14092,14011,13920,13824,13720,13624,13527,13408,13300,13186,13076,12964,12856,12745,12630,12517,12405,12294
14717,14713,14701,14683,14656,14621,14582,14531,14476,14414,14342,14256,14166,14072,13962,13850,13730,13611,13475,13336,13188,13033,12872,12707,12528,12368,12204,12027,11852,11679,11505
